9,3.6477e+005,1.2617e+005
9,0,0
9,1.97e+005,0
9,1.5e+005,0
9,0,0
9,6.1935e+005,0
9,2.7171e+005,1.648e+007
9,4.9e+006,1.029e+005
9,3.8775e+005,7.0314e+008
9,4.9e+005,3.6953e+007
9,1.5e+006,0
9,6.5e+006,0
9,1.37e+007,0
9,3.119e+005,7.2136e+006
9,6.815e+005,7.3048e+006
9,1.0056e+007,6.1267e+008
9,2.158e+006,5.9408e+005
10,4.0442e+006,0
10,83955,6.3199e+005
10,1.5485e+005,2.2901e+008
10,0,0
10,0,0
10,7.123e+005,9628.2
10,33132,0
10,2.1668e+005,2.909e+007
10,1.9628e+005,4.3013e+008
10,8.05e+005,0
10,1.2438e+006,0
10,1.2951e+005,0
10,2.694e+007,0
10,5755,6.1516e+008
10,3.1862e+005,6.0704e+007
10,1.4215e+007,4.2841e+008
10,1.048e+006,1.2299e+006
11,1.4217e+006,0
11,53499,0
11,22743,4.5423e+005
11,0,0
11,0,0
11,0,0
11,0,0
11,1.4913e+006,0
11,60280,0
11,0,0
11,0,0
11,10392,0
11,0,0
11,0,0
11,18395,2.9146e+005
11,1.363e+006,2.1416e+007
11,8.4547e+005,0
16,11477,0
16,60170,0
16,0,0
16,0,0
16,83674,2.1272e+005
16,40920,0
16,45496,0
16,3359,2.5901e+007
16,1.3859e+005,4.6987e+007
16,2.6785e+007,1.1018e+006
16,1212,0
16,0,0
16,6.7072e+006,0
16,5.4392e+005,3.3651e+005
16,83569,3.1708e+006
16,1.022e+006,1.729e+006
16,1.0893e+006,0
19,57652,11342
19,14210,2.8111e+006
19,30380,2.3712e+007
19,4.5319e+005,5.602e+005
19,0,0
19,3800,10655
19,16650,0
19,4.0044e+005,4.0024e+006
19,36890,7.3922e+005
19,2.2685e+005,37851
19,77078,0
19,2.6025e+005,0
19,2.2484e+006,0
19,12400,72206
19,39870,0
19,60794,1.8999e+007
19,6.3862e+005,1.2835e+006
21,2.475e+005,1.5048e+006
21,0,0
21,0,0
21,2.3616e+007,4.6944e+007
21,4.1163e+005,6.5968e+007
21,1.8443e+006,0
21,1.5018e+005,1.9641e+006
21,2.659e+007,8.7796e+007
21,7.8995e+005,4.8274e+008
21,1.103e+007,8.9483e+007
21,2.3584e+005,7535
21,2.4052e+007,3.7308e+007
21,2.5229e+008,0
21,6.8215e+005,2.9674e+008
21,2.1733e+006,9.039e+007
21,5.5552e+006,6.593e+006
21,2.1293e+006,5.5599e+006
27,1.5721e+006,0
27,1.5372e+005,0
27,27660,3.8177e+005
27,0,0
27,0,0
27,12831,0
27,7935,87538
27,2.2655e+006,2.094e+005
27,1.1074e+005,2.2006e+007
27,42723,3.041e+006
27,0,2.3421e+007
27,21529,1.6808e+006
27,0,0
27,0,0
27,8.731e+005,0
27,5.425e+006,3.5413e+007
27,5.5346e+005,2.6101e+006
33,1.1784e+007,3.3113e+006
33,1.4894e+005,7.8102e+008
33,2.6572e+005,2.4854e+008
33,0,0
33,0,0
33,0,0
33,0,0
33,6.571e+006,0
33,1.3904e+005,0
33,0,0
33,0,0
33,1.2187e+006,0
33,0,0
33,0,0
33,6.2889e+005,2.5329e+005
33,2.4796e+007,1.1678e+009
33,2.8764e+006,2.6566e+007
44,84600,4000.4
44,90000,0
44,1.6951e+005,0
44,1.5094e+006,1.5651e+007
44,88560,8.2676e+006
44,2.945e+005,0
44,8550,0
44,1.0438e+006,1.4424e+007
44,4.5098e+005,0
44,2.1018e+006,2.4907e+007
44,6.952e+005,0
44,1.774e+005,1.4349e+006
44,2.6492e+007,0
44,0,0
44,4.844e+005,1965.7
44,79700,1.4635e+006
44,2.6967e+006,4.667e+005
46,0,0
46,0,0
46,0,0
46,6.9903e+005,1.4245e+006
46,0,0
46,0,0
46,25482,0
46,20608,36435
46,0,0
46,1083,0
46,0,0
46,0,0
46,3.9e+005,0
46,11500,2.0552e+005
46,5700,34200
46,0,0
46,2017,0
54,4.9592e+006,0
54,49500,0
54,68000,4.1465e+007
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,28000,33198
54,0,0
54,0,0
54,0,0
54,0,0
54,0,0
54,17000,0
54,3.2242e+006,1.1573e+007
54,1.2383e+006,0
56,0,0
56,4800,0
56,7209,5.3617e+006
56,1.1738e+005,76725
56,1.485e+005,0
56,8430,0
56,35274,0
56,52300,8.9863e+005
56,28465,80844
56,4.7421e+005,4.3425e+006
56,50874,0
56,0,0
56,7.8557e+006,0
56,38308,0
56,1.4358e+005,0
56,0,0
56,35537,4.8399e+005
58,55937,0
58,5040,0
58,17949,0
58,1.1355e+005,2.1437e+006
58,35802,34505
58,32829,0
58,12884,2.0684e+006
58,4.8454e+005,4.7521e+006
58,0,0
58,8.674e+005,9.6637e+005
58,4441,18656
58,1.5349e+005,1568.4
58,5.6635e+006,0
58,10568,0
58,84131,0
58,25634,4.6563e+006
58,3.6223e+005,23768
59,1.38e+005,0
59,3.4674e+005,0
59,94000,0
59,0,0
59,0,0
59,8.2e+005,0
59,28535,0
59,4.5295e+006,7.3976e+007
59,4.45e+005,0
59,2.679e+006,0
59,5.8602e+005,7.0624e+006
59,91415,0
59,1.1213e+007,0
59,54731,0
59,3.997e+006,0
59,3.182e+006,2713.8
59,1.657e+006,0
60,0,0
60,800,0
60,0,0
60,28589,0
60,73600,0
60,24840,0
60,0,0
60,5.8854e+005,5.2627e+005
60,700,3.9096e+005
60,63719,0
60,1.4949e+005,0
60,2000,0
60,2.582e+006,0
60,460,1.9728e+006
60,24279,0
60,0,0
60,7850,0
67,1.6299e+006,1.1369e+005
67,36492,2.0746e+005
67,38152,2.5254e+007
67,0,0
67,0,0
67,0,0
67,0,0
67,0,0
67,16639,0
67,0,0
67,0,0
67,0,0
67,0,0
67,0,0
67,29822,0
67,5.07e+005,7.7694e+006
67,9.813e+005,69473
68,9.8404e+006,4.1628e+005
68,2.333e+005,0
68,4.925e+005,1.6343e+007
68,0,0
68,0,0
68,0,0
68,0,0
68,1.3348e+007,1.3165e+006
68,2.285e+005,2.8911e+007
68,1.0583e+005,5.4624e+005
68,3.0061e+005,0
68,3.0585e+005,34207
68,0,0
68,0,0
68,8.018e+005,3.4531e+008
68,3.1822e+007,1.4528e+007
68,5.4166e+006,42568
81,0,0
81,0,0
81,0,0
81,3.32e+006,0
81,2.18e+005,28067
81,8354,0
81,2e+005,2.9004e+005
81,7.15e+005,6.5153e+005
81,28000,1.806e+006
81,73700,1.3685e+006
81,2.15e+005,0
81,0,0
81,1.1e+005,0
81,0,0
81,96000,0
81,0,0
81,0,0
95,0,0
95,20700,0
95,0,0
95,7227,0
95,18386,0
95,6735,0
95,300,1.279e+005
95,5.0966e+005,3.294e+005
95,5545,3.8578e+006
95,46544,4.7882e+006
95,61697,0
95,0,0
95,2.7247e+006,0
95,1850,1.0634e+007
95,41150,0
95,700,87914
95,18577,2.8015e+005
97,1.34e+006,0
97,1.5267e+005,0
97,1.1979e+005,0
97,0,0
97,0,0
97,0,0
97,0,0
97,6.996e+006,2.1524e+007
97,2.3196e+005,1.2202e+006
97,28434,1.5412e+007
97,67085,0
97,1.18e+005,66405
97,0,0
97,0,0
97,4.1759e+005,0
97,6.5395e+006,6.5953e+007
97,1.3323e+006,1.0104e+006
99,0,0
99,292,0
99,254,0
99,0,0
99,0,0
99,0,0
99,0,0
99,0,0
99,0,0
99,0,0
99,0,0
99,0,0
99,0,0
99,0,0
99,700,0
99,0,0
99,8000,0
101,0,0
101,9.2611e+005,156.79
101,1.9256e+005,0
101,1.7117e+007,1.2069e+006
101,1.155e+007,3.122e+007
101,21900,0
101,1.088e+006,1.5355e+006
101,6.1925e+006,7.5081e+005
101,3.9949e+005,1.0217e+007
101,4.4726e+007,1.7579e+007
101,0,0
101,1.3151e+006,4.4443e+006
101,2.6812e+007,2.6874e+006
101,2.2244e+006,0
101,2.382e+005,4660.2
101,0,0
101,5.594e+005,566.19
102,2.8474e+006,2.3762e+006
102,0,0
102,0,0
102,0,0
102,0,0
102,3.9468e+005,0
102,5000,6.911e+006
102,60000,4.7002e+007
102,6.9229e+005,3.908e+007
102,1.854e+006,1.8766e+007
102,0,9.7861e+006
102,90000,0
102,1.4656e+006,0
102,0,0
102,1.45e+006,0
102,6.01e+006,1.2377e+008
102,2.033e+006,1.0785e+006
104,1.325e+006,2.7838e+005
104,55000,1.1395e+007
104,39700,1.3935e+005
104,0,0
104,0,0
104,0,0
104,0,0
104,0,0
104,4900,1.1514e+005
104,0,0
104,0,0
104,0,0
104,0,0
104,0,0
104,10800,0
104,4.59e+005,1.5732e+007
104,5.54e+005,0
105,3500,0
105,50500,0
105,76990,0
105,0,0
105,0,0
105,1.221e+005,0
105,20000,0
105,1.123e+005,0
105,62870,3.5704e+006
105,0,0
105,300,4.7336e+006
105,0,0
105,0,0
105,3560,1.7469e+006
105,4.6567e+005,0
105,2.017e+005,1.4231e+006
105,2.278e+005,0
109,0,0
109,17412,0
109,14179,0
109,10128,0
109,86724,0
109,0,0
109,2431,0
109,2915,2.6788e+006
109,2731,33075
109,516,0
109,0,0
109,0,0
109,2.2932e+006,0
109,21817,0
109,15269,0
109,0,0
109,10818,0
114,44172,3.0703e+006
114,0,0
114,0,0
114,5.6791e+005,0
114,41000,0
114,28000,0
114,11459,0
114,2.6307e+006,7.3646e+006
114,19000,2.1449e+007
114,56680,3.723e+006
114,1.1104e+005,38594
114,0,0
114,4.825e+006,0
114,2.6228e+005,0
114,1.1e+005,0
114,2.43e+005,2.2733e+007
114,8.1592e+005,0
115,0,0
115,0,0
115,0,0
115,63000,1.1109e+005
115,46000,1.5165e+007
115,300,0
115,3000,0
115,54000,1.497e+006
115,0,0
115,2.672e+006,1.1965e+006
115,0,0
115,20000,4.3263e+005
115,2.44e+005,36899
115,25000,42055
115,0,0
115,0,0
115,0,0
120,0,0
120,0,0
120,0,0
120,62000,2.2854e+006
120,0,0
120,13330,0
120,5921,0
120,43854,0
120,0,2.7728e+006
120,1.4041e+006,0
120,0,0
120,4950,4.1773e+006
120,1.2605e+005,0
120,1.5986e+005,0
120,0,5.8079e+005
120,0,0
120,28000,0
121,18010,0
121,40738,0
121,22243,9.4447e+005
121,0,0
121,0,0
121,0,0
121,5033,0
121,2789,3.8749e+006
121,54422,0
121,0,0
121,1574,0
121,0,1.3269e+005
121,2408,0
121,0,0
121,2.0828e+005,0
121,56438,6.5538e+005
121,2.3483e+005,0
130,0,0
130,27000,0
130,0,0
130,1.5476e+005,0
130,0,0
130,35106,0
130,62300,0
130,1.5095e+006,1.4601e+007
130,20000,1.9016e+007
130,45690,4.2991e+005
130,20050,0
130,0,0
130,1.68e+006,0
130,0,0
130,35000,5.9049e+006
130,1481,3.4199e+006
130,3.4e+005,7.2343e+006
144,0,0
144,0,0
144,0,0
144,3.7e+006,0
144,4.2e+005,0
144,27300,0
144,1.1e+005,0
144,3.3e+005,2.1146e+005
144,7000,1.6248e+007
144,95000,5.2618e+005
144,1.72e+005,0
144,0,0
144,2.5542e+005,0
144,55000,0
144,10000,0
144,5000,4.5055e+007
144,65000,0
147,0,0
147,0,0
147,0,0
147,0,0
147,0,0
147,0,0
147,0,0
147,24377,2.7081e+006
147,0,0
147,0,0
147,8000,4.0791e+005
147,0,0
147,0,0
147,0,0
147,0,0
147,4380,7.0408e+006
147,0,0
150,2.5071e+005,2.3962e+006
150,2.88e+005,0
150,3.549e+005,2.8699e+005
150,0,0
150,0,0
150,0,0
150,0,0
150,5000,0
150,4.388e+005,0
150,0,0
150,0,0
150,0,0
150,0,0
150,0,0
150,6.208e+005,2.2968e+006
150,1.0468e+006,4.4808e+007
150,6.8556e+006,0
157,0,0
157,11200,0
157,0,0
157,54000,0
157,2800,0
157,71824,0
157,3510,14717
157,3.0231e+005,1.2094e+007
157,6600,8.1835e+005
157,1.0431e+005,5.9075e+006
157,77321,0
157,15910,3.1044e+005
157,2.225e+006,0
157,0,0
157,12000,3.3517e+005
157,0,0
157,22700,0
162,6.138e+005,31426
162,46721,5671.1
162,57392,7.9555e+006
162,0,0
162,0,0
162,0,0
162,0,0
162,0,0
162,0,0
162,0,0
162,0,0
162,0,0
162,0,0
162,0,0
162,10280,0
162,1.396e+005,5.8851e+006
162,4.551e+005,2.601e+005
169,0,0
169,0,0
169,7527,0
169,3.9783e+006,0
169,0,0
169,6.302e+005,0
169,41725,0
169,3.6796e+005,0
169,31774,0
169,87466,8.5357e+006
169,15066,0
169,1.6146e+006,0
169,2.8966e+006,0
169,1.3162e+005,0
169,53260,2.9775e+006
169,3.7292e+005,1.0456e+007
169,1441,0
170,1.256e+005,4.2896e+005
170,48488,12460
170,41738,5.0295e+005
170,4.7173e+005,7.2204e+006
170,14335,1.5019e+005
170,3.2147e+005,0
170,1998,54027
170,1.0099e+006,9.2499e+006
170,1.595e+005,7.6016e+006
170,1.0914e+006,2.3101e+006
170,36798,6.2454e+005
170,2770,1.864e+005
170,7.085e+006,2.88e+006
170,1.4555e+005,6.4295e+006
170,78183,19981
170,1.5931e+005,6.0146e+006
170,1.6905e+006,9.7563e+005
173,3.9087e+006,0
173,1.6166e+006,0
173,7.5654e+005,1.9939e+006
173,0,0
173,0,0
173,0,0
173,0,0
173,2.4401e+005,0
173,5.6383e+005,1.7913e+008
173,0,0
173,0,0
173,0,0
173,0,0
173,0,0
173,4.5141e+005,2.552e+006
173,8.4616e+006,1.5678e+008
173,3.4391e+007,1.3841e+006
181,28621,0
181,0,0
181,0,0
181,90000,15914
181,0,0
181,2.6144e+005,0
181,98865,1.0338e+005
181,2.0185e+006,0
181,3600,1.8102e+007
181,545,2.252e+006
181,79189,14843
181,1.2373e+005,0
181,3.6705e+006,0
181,1350,0
181,14000,9.9474e+005
181,2.8384e+005,7.5464e+007
181,30000,2.1463e+005
183,3.4363e+006,0
183,8.773e+005,0
183,0,0
183,0,0
183,0,0
183,6300,0
183,0,0
183,6.7618e+006,0
183,4.127e+005,2.4275e+007
183,70200,4.9986e+006
183,7600,0
183,3.039e+005,0
183,0,0
183,0,0
183,1.0113e+006,0
183,7.84e+006,2.1023e+008
183,4.42e+006,0
202,2.66e+005,30701
202,2.2587e+005,0
202,90000,56487
202,0,0
202,0,0
202,1.878e+005,0
202,1.881e+005,1.8173e+005
202,1.2481e+007,9.4545e+005
202,2.0396e+005,1.9487e+008
202,3000,2.9882e+007
202,5.11e+005,0
202,78600,21303
202,1.8587e+007,0
202,52975,90482
202,4.9046e+005,4.2587e+007
202,2.01e+006,2.3495e+008
202,1.258e+006,0
203,9.3939e+006,4.4239e+005
203,5.043e+005,6.506e+006
203,2.4497e+005,1.3949e+007
203,0,0
203,0,0
203,1.901e+005,0
203,2473,2.6649e+006
203,3.328e+006,9.4092e+007
203,9.9568e+005,1.794e+007
203,3.417e+005,4.0287e+005
203,1.207e+005,2.6332e+005
203,27300,2.4019e+006
203,1.7696e+005,0
203,34312,2.7057e+007
203,2.9638e+006,1.0551e+008
203,5.4682e+006,3.9315e+007
203,5.366e+006,3509.7
207,0,0
207,2119,0
207,0,0
207,1995,0
207,11270,0
207,0,0
207,410,95542
207,186,0
207,0,0
207,2.609e+005,0
207,0,0
207,21,0
207,65000,0
207,47,0
207,2087,0
207,0,0
207,0,0
210,1.87e+006,1.8405e+006
210,28386,4.3626e+006
210,76854,9.7952e+007
210,0,0
210,0,0
210,0,0
210,0,0
210,0,0
210,18938,0
210,0,0
210,0,0
210,0,0
210,0,0
210,0,0
210,15540,49828
210,1.7508e+006,3.2685e+007
210,1.1794e+006,3.0618e+006
217,0,0
217,0,0
217,0,0
217,4.0857e+005,0
217,14000,0
217,86468,0
217,27550,0
217,2.8735e+005,2.4412e+006
217,0,0
217,27722,0
217,1.5285e+005,0
217,0,0
217,0,0
217,6125,0
217,8700,7.2208e+005
217,0,0
217,0,0
220,0,0
220,1127,0
220,0,0
220,752,3.7088e+005
220,30000,0
220,0,0
220,0,0
220,3000,0
220,0,0
220,12008,7.4546e+005
220,0,0
220,0,0
220,1.2244e+006,0
220,212,68823
220,2651,0
220,0,0
220,0,0
222,1.998e+005,4872.2
222,6500,0
222,50700,2.8923e+006
222,0,0
222,0,0
222,382,0
222,0,0
222,0,0
222,50800,63431
222,0,0
222,4000,0
222,0,0
222,0,0
222,0,0
222,4.4e+005,1.1533e+006
222,4.2e+005,3.2676e+007
222,1.79e+005,8.327e+005
223,4.5e+006,0
223,6.4e+005,9.9596e+005
223,1.78e+005,7.5286e+007
223,0,0
223,0,0
223,1.6042e+006,0
223,50000,92936
223,2e+006,1.4113e+006
223,1.36e+006,1.6891e+005
223,3.3e+005,5.0223e+007
223,0,0
223,1.61e+005,0
223,0,0
223,0,0
223,5.75e+006,2.079e+005
223,1.6221e+007,2.1546e+008
223,4.06e+006,19616
228,4.4859e+007,11487
228,9.353e+006,19684
228,2.32e+006,1.7252e+005
228,0,0
228,0,0
228,8.57e+006,0
228,4000,0
228,1.5305e+007,2.0207e+006
228,2.424e+006,2.0749e+005
228,2.253e+006,46549
228,1.59e+005,4.9438e+005
228,9.564e+005,64064
228,0,0
228,0,0
228,7.609e+006,331.22
228,8.7162e+007,5.1654e+006
228,7.2205e+007,1.291e+006
231,8.8e+006,1.0996e+005
231,1.6e+006,2.6355e+007
231,1.3148e+006,4.5104e+009
231,0,0
231,0,0
231,6.898e+006,0
231,1.81e+006,4.9673e+007
231,1.9132e+008,4.2173e+007
231,2.1728e+006,2.6796e+009
231,7.0074e+006,6.0676e+007
231,1.5632e+007,72876
231,5.235e+007,0
231,2.6695e+007,8.3915e+005
231,5.1577e+005,6.5665e+008
231,1.0233e+007,4.6671e+007
231,5.5428e+007,6.9597e+008
231,1.6803e+007,1.0792e+007
233,0,0
233,0,0
233,0,0
233,296,0
233,0,0
233,1.5239e+005,0
233,1.3055e+005,0
233,2.5691e+005,1.8424e+007
233,0,0
233,41841,28761
233,9.9117e+005,0
233,885,0
233,3.8e+005,0
233,23707,0
233,23021,2.289e+005
233,0,0
233,9605,0
236,0,0
236,33057,691.4
236,33328,0
236,3.4832e+005,3.2804e+007
236,1.7229e+005,0
236,87228,0
236,11308,1.2207e+007
236,9.212e+005,3.1501e+007
236,64953,1.8017e+006
236,4.158e+005,3.3858e+007
236,5.952e+005,129.64
236,8165,11175
236,7.8088e+006,1.6565e+006
236,6842,0
236,1.9507e+005,32634
236,302,34406
236,2.2578e+005,63747
248,7.016e+005,0
248,6.7918e+005,0
248,1.1807e+005,31828
248,0,0
248,0,0
248,686,0
248,712,0
248,9.414e+006,1.0929e+006
248,3.3925e+005,2.1019e+005
248,27476,3.8247e+006
248,6872,0
248,2.0893e+005,0
248,0,0
248,0,0
248,4.3389e+005,0
248,5.5986e+006,4.7387e+006
248,2.3614e+006,4.0865e+006
351,3e+006,2.4721e+008
351,7.5405e+006,5563.3
351,1.8336e+006,0
351,3.3201e+006,0
351,66910,0
351,1.1364e+007,0
351,5.4265e+006,0
351,7.931e+007,1.0094e+009
351,4.825e+006,0
351,1.8249e+008,5.2952e+007
351,4.5765e+006,2.1114e+007
351,1.0239e+007,0
351,5.5645e+007,0
351,1.0565e+008,3.6801e+006
351,7.1294e+006,3.7597e+006
351,9.081e+007,4.7308e+008
351,3.1096e+007,4.3677e+005
